Unnamed: 0,Unnamed: 0.1,custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,cardspent,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
10,10,5621-QSZPSF-NF2,4,1.0,1,59,5,July,19,4,1,0,8,3,0,47,3.8501476017100575,2,8.6,1.3581119999999998,0.3060954999624963,2.683888,0.987266489475726,0,3,0,-1,-1,1,7,3,0,0,0,0,0,4,0,2,14,3,3,1,0,28.0,2,0,1,1,1,17.0,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,4,3,4,0,16,5,1,1,4,0,17,5,488.97,322.07,0,3,50,1,8.55,2.145931282948669,446.55,6.101551376129893,0,0.0,,0.0,,1,31.2,3.4404180948154366,1568.35,7.3577793902874635,1,19.0,2.9444389791664403,930.0,6.835184586147301,0,0.0,,0.0,,1,0,0,3,0,1,0,0,1,1,26,1,1,1,0,1,1,0,0,0,0,0,0
11,11,8241-PWPONH-62O,2,4.0,1,33,3,October,8,1,2,0,4,2,0,19,2.9444389791664403,1,0.8999999999999999,0.130131,-2.0392136435999286,0.04086899999999999,-3.1973834495301037,0,4,1,9,1,5,6,0,0,0,0,0,0,6,0,2,5,2,2,1,1,9.3,1,0,1,4,3,28.0,1,0,0,1,0,0,0,1,0,0,1,4,0,0,0,3,2,1,0,6,3,2,2,3,0,2,2,338.26,55.17,0,3,9,1,3.6,1.2809338454620642,37.0,3.6109179126442235,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,27,0,1,1,0,0,0,0,0,0,0,0,0
12,12,8795-FYOXCT-P09,5,2.0,0,44,4,March,10,1,1,0,12,4,0,73,4.290459441148391,3,2.8000000000000003,1.250928,0.22388567587164707,0.793072,-0.2318412670174056,0,5,0,-1,-1,1,1,0,1,0,0,0,0,0,1,3,9,3,1,1,1,38.5,2,0,1,1,1,25.0,1,0,0,0,0,0,0,0,0,0,9,4,1,0,1,4,4,1,1,1,1,1,3,1,0,1,1,534.36,198.39,0,3,5,0,6.75,1.9095425048844383,29.9,3.3978584803966405,0,0.0,,0.0,,0,0.0,,0.0,,1,7.0,1.9459101490553128,30.0,3.4011973816621555,0,0.0,,0.0,,0,0,0,1,1,1,1,1,0,1,21,1,0,1,0,1,0,0,0,0,0,0,0
13,13,1705-NMIQNO-IC4,3,2.0,0,58,5,January,18,4,1,0,3,2,0,63,4.143134726391533,3,10.5,1.924965,0.6549077857562743,4.690035,1.5454400451169097,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,4,32,5,0,-1,-1,-1.0,-1,-1,0,3,2,16.0,0,0,1,1,0,0,0,0,0,0,9,4,0,0,1,4,3,4,0,25,5,3,4,1,0,17,5,593.5,384.94,1,1,58,0,12.1,2.4932054526026954,680.75,6.5231951315538685,1,30.75,3.4258899942525267,1776.7,7.4825129900418625,0,0.0,,0.0,,1,24.5,3.198673117550681,1415.0,7.254884810077338,0,0.0,,0.0,,1,0,0,0,1,0,1,1,0,1,21,1,1,1,0,1,0,0,0,1,0,0,0
14,14,9205-PAZEXY-90Q,2,1.0,1,72,6,December,20,5,4,1,27,5,1,17,2.8332133440562166,1,9.8,1.2761559999999998,0.2438524345031053,0.3898440000000001,-0.9420086198797843,0,4,1,17,4,2,0,0,0,0,0,0,0,0,1,1,14,3,1,1,1,9.3,1,0,0,10,5,32.0,0,0,0,1,0,0,0,0,0,1,9,3,1,0,1,3,2,2,0,33,5,4,4,3,1,26,5,233.17,39.93,1,3,67,0,13.9,2.631888840136646,954.05,6.860716080976353,0,0.0,,0.0,,1,38.55,3.6519561000093375,2580.75,7.855835333345699,1,23.25,3.1463051320333655,1525.0,7.329749689041513,0,0.0,,0.0,,1,0,0,0,0,0,1,0,1,1,24,1,1,1,0,1,0,1,1,1,0,0,0
15,15,4225-PZZDIY-IBH,3,1.0,1,66,6,December,13,2,6,1,31,5,1,23,3.1354942159291497,1,9.3,0.934743,-0.06748365378627834,1.2042569999999997,0.1858627792578217,0,5,1,12,2,2,9,3,0,0,0,0,0,6,0,2,29,5,3,1,0,11.6,1,0,1,1,1,14.0,1,0,0,0,1,0,0,1,0,0,2,2,1,1,1,3,3,4,0,40,5,4,2,1,0,30,5,297.47,98.65,0,2,72,0,38.7,3.655839600035737,2854.9,7.956792095206974,1,27.0,3.2958368660043287,1919.0,7.5595594960077,0,0.0,,0.0,,1,68.5,4.226833745268181,4865.0,8.489821994620105,1,43.25,3.766997233377889,3159.25,8.05808993663879,1,1,1,1,1,1,1,1,0,1,22,1,1,1,0,1,0,0,1,1,0,0,1
16,16,0758-EQEGIQ-3OF,1,1.0,1,57,5,October,17,4,4,0,24,5,0,171,5.14166355650266,5,9.5,1.803195,0.5895600914512608,14.441805,2.670127125652831,0,5,1,16,3,3,1,0,1,0,0,0,0,0,1,1,8,3,2,1,1,75.8,3,0,1,1,1,19.0,1,1,0,0,0,0,0,0,0,0,9,5,1,0,0,4,1,1,0,19,5,3,2,4,0,13,4,305.94,96.23,1,3,48,0,4.15,1.423108334242607,214.85,5.3699401102210045,1,28.75,3.3586377672433594,1444.65,7.275622356674982,1,43.15,3.764682417529437,1990.25,7.596015537968688,1,29.25,3.375879573677865,1315.0,7.181591944611865,1,40.2,3.693866995624976,1840.45,7.517765385919224,0,1,1,3,1,1,0,1,1,1,17,1,1,1,1,1,1,1,1,0,0,0,1
17,17,0649-TBFJFL-QU4,5,2.0,0,63,5,May,14,2,6,1,29,5,0,424,6.049733455231958,5,10.7,13.111351999999998,2.573478419842022,32.256648,3.4737241615328305,0,4,1,20,5,2,0,0,0,0,0,0,0,0,1,3,29,5,3,1,0,88.60000000000002,3,0,1,1,1,29.0,1,0,0,0,1,0,0,0,0,1,9,3,0,0,1,3,3,2,0,36,5,2,3,3,1,29,5,495.75,798.3100000000003,0,1,70,0,34.8,3.5496173867804286,2540.15,7.839978413387008,1,45.25,3.8122026701459353,3165.45,8.060050504566432,0,0.0,,0.0,,1,19.75,2.9831534913471307,1325.0,7.1891677384203225,0,0.0,,0.0,,1,1,0,0,1,0,1,1,1,1,24,1,1,1,0,0,0,0,0,1,0,0,0
18,18,2228-KOLOPU-FY3,5,5.0,1,28,3,April,11,1,1,0,4,2,0,23,3.1354942159291497,1,4.8,0.190992,-1.6555237366294544,0.913008,-0.09101063610354213,0,1,1,12,2,3,10,1,0,0,0,0,0,9,1,1,5,2,0,-1,-1,-1.0,-1,-1,1,4,3,30.0,0,0,0,1,0,0,0,0,0,1,9,5,1,0,0,2,2,4,0,10,3,3,3,3,0,10,3,442.09,144.69,1,1,34,0,3.45,1.2383742310432684,110.45,4.7045629298661265,1,33.0,3.49650756146648,1099.65,7.002747226337704,0,0.0,,0.0,,1,16.5,2.8033603809065357,545.0,6.300785794663246,0,0.0,,0.0,,0,0,0,0,1,1,1,1,0,1,16,1,1,1,1,0,0,0,0,0,1,0,0
19,19,3853-NVDCOJ-TIN,1,1.0,1,78,6,June,16,3,1,0,10,3,1,22,3.0910424533583165,1,15.2,0.6922079999999999,-0.3678687904943129,2.651792,0.975235637875166,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,29,5,2,1,1,10.8,1,0,1,3,2,23.0,1,0,1,0,0,0,0,0,0,0,9,2,0,1,0,2,3,1,0,10,3,3,2,2,0,7,3,8.11,0.0,1,1,14,0,7.3,1.9878743481543453,85.6,4.449685283147696,0,0.0,,0.0,,1,24.85,3.2128577525426376,341.75,5.8340794756040575,1,31.75,3.457892725338701,350.0,5.857933154483459,0,0.0,,0.0,,1,0,0,1,0,0,0,0,1,1,22,1,1,0,0,1,1,0,0,0,0,0,0
20,20,0765-UXAFYM-PDR,3,3.0,0,61,5,June,16,3,1,0,4,2,0,35,3.5553480614894135,2,10.1,1.233715,0.2100299425688263,2.301285,0.8334676625749683,0,3,1,12,2,2,0,0,0,0,0,0,0,0,0,2,29,5,4,0,0,9.4,1,1,0,1,1,34.0,1,0,0,1,0,0,0,0,0,0,9,2,0,0,0,1,4,1,0,27,5,4,2,3,0,15,4,271.98,240.38,0,3,53,0,11.2,2.4159137783010487,567.05,6.34044748326134,0,0.0,,0.0,,0,0.0,,0.0,,1,9.5,2.251291798606496,480.0,6.173786103901937,0,0.0,,0.0,,0,1,0,1,1,1,1,1,0,1,25,1,1,1,0,1,1,1,0,0,0,0,0
21,21,9937-SFPLRK-H9Y,2,4.0,0,70,6,September,17,4,2,1,2,2,0,28,3.332204510175204,2,9.3,1.1952360000000002,0.17834365542473107,1.408764,0.34271272421066723,0,1,1,17,4,2,9,0,0,1,0,0,0,8,0,2,14,3,5,1,0,15.7,1,0,1,1,1,29.0,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,1,1,3,1,26,5,4,2,4,0,17,5,267.71,79.54,1,2,59,1,14.25,2.6567569067146595,805.8,6.691835572757246,1,23.5,3.1570004211501135,1366.65,7.220117768827977,0,0.0,,0.0,,1,15.25,2.724579503053421,840.0,6.7334018918373575,0,0.0,,0.0,,1,0,1,3,0,1,0,1,0,1,21,1,1,1,0,1,0,1,0,0,0,1,0
22,22,0712-WQXYVV-HUP,4,1.0,0,61,5,April,14,2,6,0,18,5,1,12,2.4849066497880004,1,21.5,0.56502,-0.5708941502321102,2.01498,0.700609269791075,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,12,3,3,1,0,5.8000000000000025,1,1,0,4,3,25.0,1,0,0,1,0,0,0,0,0,0,9,3,1,0,0,1,1,2,0,24,5,3,3,1,0,22,5,245.03,63.63,0,2,61,0,8.35,2.122261538862764,476.95,6.167411663591218,0,0.0,,0.0,,1,29.1,3.370738174177447,1790.8,7.490417726366808,1,11.5,2.4423470353692043,675.0,6.51471269087253,0,0.0,,0.0,,0,0,0,3,0,1,0,0,0,1,13,1,0,1,0,1,0,1,0,0,0,0,0
23,23,6441-FJUWZQ-7G8,3,4.0,0,37,4,August,11,1,1,1,2,2,0,29,3.3672958299864737,2,15.7,3.3191370000000004,1.1997048093791662,1.233863,0.21014989825020888,1,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,10,3,0,-1,-1,-1.0,-1,-1,1,5,3,29.0,0,0,0,1,1,0,0,0,0,0,9,4,0,0,0,5,1,2,1,12,4,4,2,2,0,11,4,556.61,187.47,1,1,39,0,13.1,2.5726122302071057,504.45,6.223468726854389,1,28.5,3.349904087274605,1028.1,6.935467717548673,1,43.5,3.7727609380946383,1663.95,7.4169495728527775,1,10.5,2.3513752571634776,380.0,5.940171252720432,1,31.5,3.4499875458315867,1199.2,7.089409946788387,1,1,1,4,1,1,1,1,1,1,21,0,1,1,1,1,1,1,0,1,0,0,0
24,24,7634-AVNEXZ-7AG,1,3.0,0,39,4,October,12,2,1,0,5,2,0,130,4.867534450455582,5,11.3,4.68611,1.5446028139884935,10.003890000000002,2.3029740173531614,0,5,1,14,2,4,5,0,0,0,0,0,0,5,1,1,12,3,2,1,0,49.2,3,1,0,1,1,32.0,1,0,0,1,1,0,0,0,0,0,9,1,1,1,1,4,4,4,1,2,2,3,2,2,0,1,1,453.74,245.14,0,1,6,0,1.5,0.4054651081081644,11.15,2.411439497906128,1,13.25,2.583997552432231,93.0,4.532599493153255,0,0.0,,0.0,,1,24.5,3.198673117550681,140.0,4.941642422609304,0,0.0,,0.0,,0,0,0,1,1,0,1,1,0,1,32,1,1,1,0,1,1,0,0,0,0,0,0
25,25,2041-PNMGHX-TXJ,4,3.0,1,73,6,November,14,2,3,0,28,5,1,69,4.23410650459726,3,14.8,1.164168,0.1520066687915957,9.047832,2.2025251710021814,0,3,1,15,3,2,0,0,0,0,0,0,0,0,0,2,38,5,1,1,1,22.8,2,1,0,1,1,27.0,1,0,0,1,0,0,0,1,0,0,9,5,0,0,0,2,2,3,0,32,5,3,2,4,1,24,5,212.67,80.44,0,3,62,0,25.45,3.2367157429965316,1565.6,7.356024416081866,1,17.75,2.8763855159214247,1031.4,6.9386723816168585,1,47.15,3.8533340090794654,2874.15,7.963512257343818,1,10.0,2.302585092994046,595.0,6.38856140554563,1,53.2,3.9740583963475986,3245.6,8.085055511892238,1,1,1,2,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,1,0,0,0
26,26,4626-BQZAUJ-V9K,5,4.0,1,26,3,June,16,3,2,0,0,1,0,24,3.1780538303479458,1,11.7,1.297296,0.2602820982631665,1.5107040000000005,0.4125757673432122,1,2,1,17,4,6,1,0,1,0,0,0,0,0,0,2,5,2,4,0,0,9.8,1,0,0,1,1,27.0,1,0,0,0,0,0,0,0,0,0,9,6,1,1,0,4,1,1,1,8,3,1,2,3,0,4,2,447.67,101.0,1,3,26,1,5.8,1.7578579175523736,149.4,5.006627272698717,0,0.0,,0.0,,1,27.05,3.2976870052924907,728.55,6.591056257459862,1,5.5,1.7047480922384253,145.0,4.976733742420574,0,0.0,,0.0,,1,0,0,4,0,0,0,0,1,1,17,1,1,1,0,1,1,1,1,0,0,0,0
27,27,2969-ODPCDX-5DC,2,1.0,1,24,2,April,17,4,6,0,1,1,0,29,3.3672958299864737,2,14.000000000000002,1.3925800000000002,0.33115814179744424,2.6674200000000003,0.9811117131161148,1,1,0,-1,-1,1,12,0,1,0,0,0,0,11,1,1,4,2,0,-1,-1,-1.0,-1,-1,0,10,5,14.0,0,0,1,0,0,0,1,1,0,1,9,6,0,1,1,4,1,4,0,5,2,3,3,1,0,5,2,279.95,24.55,1,1,11,1,3.95,1.3737155789130306,42.4,3.747148362237912,0,0.0,,0.0,,1,19.65,2.9780773383152703,172.75,5.1518454626477785,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,1,1,0,0,0,1,0
28,28,4974-FUBHDF-Z7L,3,1.0,1,77,6,May,15,3,1,0,26,5,1,11,2.3978952727983707,1,10.2,0.255816,-1.3632968429271917,0.8661839999999998,-0.1436579218568565,0,5,0,-1,-1,1,2,0,2,0,0,0,0,0,1,4,57,5,2,1,0,3.1,1,0,0,1,1,21.0,1,0,0,1,1,0,0,0,0,0,9,2,1,1,0,2,1,1,0,39,5,4,4,1,0,30,5,194.95,107.06,1,2,72,0,89.45,4.493679809954728,6495.7,8.778895698509071,1,75.5,4.324132656254979,5310.55,8.577450687026564,0,0.0,,0.0,,1,40.75,3.7074558396868724,2865.0,7.960323629148839,0,0.0,,0.0,,1,0,0,0,1,1,0,0,0,1,23,1,1,1,0,0,0,0,0,1,0,0,0
29,29,2525-OSULNV-0KS,5,3.0,0,36,4,March,19,4,1,1,3,2,0,30,3.4011973816621555,2,15.5,0.41385,-0.8822516896507323,4.23615,1.4436548378770864,0,4,0,-1,-1,1,7,0,0,0,0,0,0,7,1,3,16,4,3,1,0,13.1,1,0,1,1,1,24.0,1,1,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1,3,0,10,3,2,1,4,0,11,4,300.97,178.9,0,3,37,0,6.7,1.9021075263969205,233.85,5.4546798841718935,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,2,0,0,0,0,0,1,15,1,1,1,0,1,1,1,0,0,0,0,0
30,30,4973-FHPBZQ-AAA,3,5.0,0,55,5,December,14,2,3,0,23,5,0,80,4.382026634673881,4,6.5,0.0312,-3.4673371841667002,5.1688,1.6426405532618191,0,5,0,-1,-1,1,9,2,0,0,0,0,0,7,1,3,27,5,4,1,0,35.0,2,0,1,1,1,25.0,1,0,1,1,0,0,0,0,1,0,9,6,0,0,0,2,4,3,1,21,5,4,3,2,0,17,5,394.02,71.41,0,1,47,0,12.25,2.505525936990736,524.4,6.262254751889545,0,0.0,,0.0,,0,0.0,,0.0,,1,22.25,3.1023420086122493,1000.0,6.907755278982138,0,0.0,,0.0,,0,0,0,0,0,0,1,1,0,1,25,1,1,1,0,1,0,1,0,1,0,1,0
31,31,4726-RQKGNB-WAK,2,2.0,1,60,5,March,18,4,1,0,13,4,0,51,3.9318256327243257,3,7.8,1.2093120000000002,0.19005160285586525,2.768688,1.018373561784063,0,5,1,13,2,2,2,2,0,0,0,0,0,0,0,2,27,5,2,1,0,25.20000000000001,2,0,1,1,1,26.0,1,0,1,1,0,0,0,0,0,0,9,6,1,1,0,4,2,2,0,38,5,2,4,3,1,29,5,112.47,44.52,1,3,71,0,36.35,3.5931942039795284,2586.85,7.858196198286209,1,51.25,3.9367156180185177,3624.85,8.195568187122284,1,55.15,4.0100567456995115,4064.25,8.309984503114332,1,28.5,3.349904087274605,2090.0,7.644919344958858,1,55.8,4.021773869387265,3819.5,8.247874802981414,1,1,1,4,0,0,1,0,1,1,20,1,1,1,0,1,1,1,1,1,0,0,1
32,32,6592-QBSENI-6Y4,1,1.0,1,59,5,February,8,1,2,1,4,2,0,30,3.4011973816621555,2,2.8000000000000003,0.26292000000000004,-1.3359054755867614,0.5770799999999999,-0.5497743739045656,0,5,1,10,1,4,1,0,1,0,0,0,0,0,0,2,6,2,0,-1,-1,-1.0,-1,-1,1,4,3,15.0,0,0,0,1,0,0,0,0,0,0,9,4,1,1,0,2,1,1,1,2,2,1,2,2,1,1,1,342.17,101.97,0,1,3,0,5.5,1.7047480922384253,19.35,2.9626924194757907,1,19.75,2.9831534913471307,52.6,3.962716119743664,0,0.0,,0.0,,1,30.0,3.4011973816621555,45.0,3.80666248977032,0,0.0,,0.0,,0,0,0,0,1,1,1,1,0,1,29,1,1,0,0,0,0,0,0,0,0,0,0
